"AnimalID","Date","DateType","Weight_DayDiff","Weight","WeightDiff_Type"
"MIF016",2022-08-16,"Eviction",0,152,"Before"
"WAF002",2022-08-16,"Eviction",0,153.5,"Before"
"ORF005",2023-03-08,"Eviction",0,177,"Before"
"MBF003",2023-03-10,"Eviction",0,164,"Before"
"MBF004",2023-03-04,"Eviction",0,123,"Before"
"ABF002",2023-03-03,"Eviction",0,144.5,"Before"
"RRF006",2022-01-03,"Urine",0,145,"Before"
"RRF006",2022-01-09,"Urine",0,150,"Before"
"RRF006",2022-01-13,"Urine",0,144,"Before"
"RRF006",2022-01-18,"Urine",0,144,"Before"
"RRF006",2022-01-22,"Urine",0,141,"Before"
"RRF006",2022-01-24,"Urine",0,144,"Before"
"RRF006",2022-01-27,"Urine",0,144,"Before"
"RRF006",2022-01-30,"Urine",0,144,"Before"
"RRF006",2022-02-02,"Urine",0,142,"Before"
"RRF006",2022-02-05,"Urine",0,145,"Before"
"RRF006",2022-02-07,"Urine",0,147,"Before"
"RRF006",2022-02-10,"Urine",0,143,"Before"
"RRF006",2022-02-13,"Urine",0,143,"Before"
"RRF006",2022-02-16,"Urine",0,139,"Before"
"RRF006",2022-02-18,"Urine",0,142,"Before"
"RRF006",2022-02-20,"Urine",0,140,"Before"
"RRF006",2022-02-22,"Urine",0,142,"Before"
"RRF006",2022-02-24,"Urine",0,148,"Before"
"RRF006",2022-02-26,"Urine",0,142,"Before"
"RRF006",2022-02-28,"Urine",0,143,"Before"
"RRF006",2022-03-02,"Urine",0,147,"Before"
"RRF006",2022-03-04,"Urine",0,142,"Before"
"RRF006",2022-03-06,"Urine",0,143,"Before"
"RRF006",2022-03-07,"Urine",0,147.5,"Before"
"RRF006",2022-03-09,"Urine",0,146,"Before"
"RRF006",2022-03-11,"Urine",0,145,"Before"
"RRF006",2022-03-14,"Urine",0,146,"Before"
"RRF006",2022-03-21,"Urine",0,150,"Before"
"RRF006",2022-03-23,"Urine",0,153,"Before"
"RRF006",2022-03-28,"Urine",0,154,"Before"
"RRF006",2022-04-04,"Urine",0,145,"Before"
"RRF006",2022-04-13,"Urine",0,151,"Before"
"RRF006",2022-05-11,"Urine",0,161,"Before"
"RRF006",2022-05-18,"Urine",0,162,"Before"
"RRF006",2022-05-25,"Urine",0,166,"Before"
"RRF006",2022-06-01,"Urine",0,173,"Before"
"RRF006",2022-06-08,"Urine",0,175,"Before"
"RRF006",2022-06-14,"Urine",0,179,"Before"
"RRF006",2022-06-22,"Urine",0,185,"Before"
"RRF006",2022-07-04,"Urine",0,156,"Before"
"RRF006",2022-07-10,"Urine",0,143,"Before"
"RRF006",2022-07-17,"Urine",0,138,"Before"
"RRF006",2022-07-24,"Urine",0,135,"Before"
"RRF006",2022-07-31,"Urine",0,136,"Before"
"RRF006",2022-08-14,"Urine",0,126,"Before"
"RRF006",2022-09-07,"Urine",0,131,"Before"
"RRF006",2022-11-16,"Urine",0,151,"Before"
"RRF006",2022-11-22,"Urine",0,156,"Before"
"RRF006",2022-11-29,"Urine",0,154,"Before"
"RRF006",2022-12-06,"Urine",0,160,"Before"
"RRF006",2022-12-13,"Urine",0,166,"Before"
"RRF006",2022-12-20,"Urine",0,170.5,"Before"
"RRF006",2022-12-28,"Urine",0,153,"Before"
"RRF006",2022-12-29,"Urine",0,150,"Before"
"RRF006",2023-01-18,"Urine",0,144,"Before"
"RRF010",2022-01-03,"Urine",0,120,"Before"
"RRF010",2022-01-09,"Urine",0,122,"Before"
"RRF010",2022-01-13,"Urine",0,117,"Before"
"RRF010",2022-01-18,"Urine",0,117,"Before"
"RRF010",2022-01-22,"Urine",0,128,"Before"
"RRF010",2022-01-24,"Urine",0,125,"Before"
"RRF010",2022-01-27,"Urine",0,122,"Before"
"RRF010",2022-01-30,"Urine",0,127,"Before"
"RRF010",2022-02-02,"Urine",0,125,"Before"
"RRF010",2022-02-05,"Urine",0,128,"Before"
"RRF010",2022-02-07,"Urine",0,128,"Before"
"RRF010",2022-02-10,"Urine",0,131,"Before"
"RRF010",2022-02-13,"Urine",0,130,"Before"
"RRF010",2022-02-16,"Urine",0,126,"Before"
"RRF010",2022-02-18,"Urine",0,130,"Before"
"RRF010",2022-02-20,"Urine",0,133,"Before"
"RRF010",2022-02-22,"Urine",0,135,"Before"
"RRF010",2022-02-24,"Urine",0,136,"Before"
"RRF010",2022-02-26,"Urine",0,131,"Before"
"RRF010",2022-02-28,"Urine",0,124,"Before"
"RRF010",2022-03-02,"Urine",0,126,"Before"
"RRF010",2022-03-04,"Urine",0,122,"Before"
"RRF010",2022-03-06,"Urine",0,121,"Before"
"RRF010",2022-03-07,"Urine",0,124.333333333333,"Before"
"RRF010",2022-03-09,"Urine",0,125,"Before"
"RRF010",2022-03-11,"Urine",0,132,"Before"
"RRF010",2022-03-14,"Urine",0,136,"Before"
"RRF010",2022-03-23,"Urine",0,143,"Before"
"RRF010",2022-06-11,"Urine",0,148,"Before"
"RRF010",2022-08-02,"Urine",0,152,"Before"
"RRF010",2022-09-07,"Urine",0,152,"Before"
"RRF010",2023-01-12,"Urine",0,165,"Before"
"RRF010",2023-01-15,"Urine",0,166,"Before"
"RRF010",2023-01-18,"Urine",0,164,"Before"
"RRF010",2023-01-25,"Urine",0,169.5,"Before"
"RRF010",2023-02-01,"Urine",0,172,"Before"
"RRF010",2023-02-08,"Urine",0,167,"Before"
"RRF010",2023-02-15,"Urine",0,167,"Before"
"RRF010",2023-02-21,"Urine",0,165,"Before"
"GOM004",2021-11-29,"Urine",0,184,"Before"
"GOM004",2022-01-25,"Urine",0,170,"Before"
"GOM004",2022-02-15,"Urine",0,180,"Before"
"GOM004",2022-02-28,"Urine",0,183,"Before"
"GOM004",2022-03-09,"Urine",0,187,"Before"
"GOM004",2022-03-14,"Urine",0,184,"Before"
"GOM004",2022-05-14,"Urine",0,203,"Before"
"GOM004",2022-12-21,"Urine",0,181,"Before"
"GOM004",2022-12-31,"Urine",0,179,"Before"
"VGF001",2021-11-14,"Urine",0,148,"Before"
"VGF001",2021-11-22,"Urine",0,168,"Before"
"VGF001",2021-12-24,"Urine",0,146,"Before"
"VGF001",2022-01-03,"Urine",0,153,"Before"
"VGF001",2022-01-05,"Urine",0,151,"Before"
"VGF001",2022-01-09,"Urine",0,147,"Before"
"VGF001",2022-01-13,"Urine",0,139,"Before"
"VGF001",2022-01-16,"Urine",0,138,"Before"
"VGF001",2022-01-18,"Urine",0,139,"Before"
"VGF001",2022-01-22,"Urine",0,141,"Before"
"VGF001",2022-01-24,"Urine",0,140,"Before"
"VGF001",2022-01-27,"Urine",0,142,"Before"
"VGF001",2022-01-30,"Urine",0,145,"Before"
"VGF001",2022-02-02,"Urine",0,140,"Before"
"VGF001",2022-02-05,"Urine",0,144,"Before"
"VGF001",2022-02-07,"Urine",0,147,"Before"
"VGF001",2022-02-10,"Urine",0,149,"Before"
"VGF001",2022-02-13,"Urine",0,149,"Before"
"VGF001",2022-02-16,"Urine",0,147,"Before"
"VGF001",2022-02-18,"Urine",0,159,"Before"
"VGF001",2022-02-20,"Urine",0,157,"Before"
"VGF001",2022-02-22,"Urine",0,153,"Before"
"VGF001",2022-02-24,"Urine",0,155,"Before"
"VGF001",2022-02-26,"Urine",0,152,"Before"
"VGF001",2022-02-28,"Urine",0,153,"Before"
"VGF001",2022-03-02,"Urine",0,151,"Before"
"VGF001",2022-03-04,"Urine",0,150,"Before"
"VGF001",2022-03-06,"Urine",0,147,"Before"
"VGF001",2022-03-07,"Urine",0,146.5,"Before"
"VGF001",2022-03-14,"Urine",0,151,"Before"
"VGF001",2022-03-21,"Urine",0,150,"Before"
"VGF001",2022-03-28,"Urine",0,150,"Before"
"VGF001",2022-04-04,"Urine",0,153,"Before"
"VGF001",2022-04-13,"Urine",0,157,"Before"
"VGF001",2022-04-20,"Urine",0,160,"Before"
"VGF001",2022-04-26,"Urine",0,165,"Before"
"VGF001",2022-04-30,"Urine",0,168,"Before"
"VGF001",2022-05-01,"Urine",0,168,"Before"
"VGF001",2022-05-03,"Urine",0,173,"Before"
"VGF001",2022-05-05,"Urine",0,180,"Before"
"VGF001",2022-05-08,"Urine",0,181,"Before"
"VGF001",2022-05-10,"Urine",0,179,"Before"
"VGF001",2022-05-13,"Urine",0,182,"Before"
"VGF001",2022-05-18,"Urine",0,193,"Before"
"VGF001",2022-05-25,"Urine",0,203,"Before"
"VGF001",2022-06-01,"Urine",0,203,"Before"
"VGF001",2022-06-11,"Urine",0,151,"Before"
"VGF001",2022-06-13,"Urine",0,148,"Before"
"VGF001",2022-06-18,"Urine",0,148,"Before"
"VGF001",2022-06-26,"Urine",0,145,"Before"
"VGF001",2022-07-28,"Urine",0,124.5,"Before"
"VGF001",2022-08-04,"Urine",0,118,"Before"
"VGF001",2023-01-12,"Urine",0,147,"Before"
"VGF001",2023-01-15,"Urine",0,146,"Before"
"VGF001",2023-01-18,"Urine",0,145,"Before"
"VGF001",2023-01-25,"Urine",0,149,"Before"
"VGF001",2023-02-01,"Urine",0,152,"Before"
"VGF001",2023-02-08,"Urine",0,154,"Before"
"VGF001",2023-02-15,"Urine",0,148,"Before"
"VGF001",2023-02-21,"Urine",0,147,"Before"
"VGF001",2023-03-08,"Urine",0,144,"Before"
"RRF004",2022-01-03,"Urine",0,122,"Before"
"RRF004",2022-01-09,"Urine",0,122,"Before"
"RRF004",2022-01-13,"Urine",0,118,"Before"
"RRF004",2022-01-18,"Urine",0,117,"Before"
"RRF004",2022-01-22,"Urine",0,126,"Before"
"RRF004",2022-01-24,"Urine",0,122,"Before"
"RRF004",2022-01-27,"Urine",0,122,"Before"
"RRF004",2022-01-30,"Urine",0,126,"Before"
"RRF004",2022-02-02,"Urine",0,123,"Before"
"RRF004",2022-02-05,"Urine",0,123,"Before"
"RRF004",2022-02-07,"Urine",0,123,"Before"
"RRF004",2022-02-10,"Urine",0,126,"Before"
"RRF004",2022-02-13,"Urine",-3,126,"Before"
"RRF004",2022-02-16,"Urine",0,125,"Before"
"RRF004",2022-02-18,"Urine",0,127,"Before"
"RRF004",2022-02-20,"Urine",0,131,"Before"
"RRF004",2022-02-22,"Urine",0,127,"Before"
"RRF004",2022-02-24,"Urine",0,128,"Before"
"RRF004",2022-02-26,"Urine",0,126,"Before"
"RRF004",2022-02-28,"Urine",0,128,"Before"
"RRF004",2022-03-02,"Urine",0,129,"Before"
"RRF004",2022-03-04,"Urine",0,131,"Before"
"RRF004",2022-03-06,"Urine",0,130,"Before"
"RRF004",2022-03-07,"Urine",0,126.666666666667,"Before"
"RRF004",2022-03-14,"Urine",0,128,"Before"
"RRF004",2022-03-21,"Urine",0,130,"Before"
"RRF004",2022-03-28,"Urine",0,130,"Before"
"RRF004",2022-04-04,"Urine",0,128.5,"Before"
"RRF004",2022-04-13,"Urine",0,134,"Before"
"RRF004",2022-04-20,"Urine",0,133,"Before"
"RRF004",2022-04-29,"Urine",0,138,"Before"
"RRF004",2022-04-30,"Urine",0,133,"Before"
"RRF004",2022-05-01,"Urine",0,128,"Before"
"RRF004",2022-05-03,"Urine",0,131,"Before"
"RRF004",2022-05-05,"Urine",0,135,"Before"
"RRF004",2022-05-08,"Urine",0,129,"Before"
"RRF004",2022-05-10,"Urine",0,128.25,"Before"
"RRF004",2022-05-13,"Urine",0,134,"Before"
"RRF004",2022-06-14,"Urine",0,138,"Before"
"RRF004",2022-06-21,"Urine",0,145,"Before"
"RRF004",2022-06-28,"Urine",0,148,"Before"
"RRF004",2022-07-12,"Urine",0,162,"Before"
"RRF004",2022-07-19,"Urine",0,168,"Before"
"RRF004",2022-07-26,"Urine",0,166,"Before"
"RRF004",2022-08-01,"Urine",0,135,"Before"
"RRF004",2022-08-07,"Urine",0,134,"Before"
"RRF004",2022-08-08,"Urine",0,133,"Before"
"RRF004",2022-08-16,"Urine",0,125,"Before"
"RRF004",2022-08-21,"Urine",0,128,"Before"
"RRF004",2022-11-16,"Urine",0,120,"Before"
"RRF004",2022-11-22,"Urine",0,130.5,"Before"
"RRF004",2022-11-29,"Urine",0,140,"Before"
"RRF004",2022-12-06,"Urine",0,146,"Before"
"RRF004",2022-12-13,"Urine",0,146,"Before"
"RRF004",2022-12-20,"Urine",0,153.5,"Before"
"RRF004",2023-01-04,"Urine",0,168,"Before"
"RRF004",2023-01-11,"Urine",0,164,"Before"
"RRF004",2023-01-12,"Urine",0,129,"Before"
"RRF004",2023-01-24,"Urine",0,131,"Before"
"RRF004",2023-02-01,"Urine",0,135,"Before"
"RRF004",2023-02-08,"Urine",0,128,"Before"
"RRF004",2023-02-15,"Urine",0,127,"Before"
"RRF004",2023-02-22,"Urine",0,125,"Before"
"RRF004",2023-03-16,"Urine",0,138,"Before"
"ARM003",2021-09-23,"Urine",0,169,"Before"
"ARM003",2021-09-26,"Urine",0,175,"Before"
"ARM003",2021-10-07,"Urine",0,167,"Before"
"ARM003",2021-10-20,"Urine",0,171,"Before"
"ARM003",2021-11-06,"Urine",0,168,"Before"
"ARM003",2022-01-20,"Urine",0,189,"Before"
"ARM003",2022-02-02,"Urine",0,193,"Before"
"ARM003",2022-02-15,"Urine",0,198,"Before"
"ARM003",2022-02-28,"Urine",0,181,"Before"
"ARM003",2022-03-14,"Urine",0,185,"Before"
"ARM003",2022-05-14,"Urine",0,176,"Before"
"ARM003",2022-09-11,"Urine",0,178,"Before"
"ARM003",2022-09-14,"Urine",0,179,"Before"
"ARM003",2023-03-19,"Urine",0,167,"Before"
"CUF012",2022-01-03,"Urine",0,145,"Before"
"CUF012",2022-01-18,"Urine",0,131,"Before"
"CUF012",2022-01-22,"Urine",0,138,"Before"
"CUF012",2022-01-24,"Urine",0,142,"Before"
"CUF012",2022-01-27,"Urine",0,134,"Before"
"CUF012",2022-01-30,"Urine",0,139,"Before"
"CUF012",2022-02-02,"Urine",0,138,"Before"
"CUF012",2022-02-05,"Urine",0,131,"Before"
"CUF012",2022-02-07,"Urine",0,139,"Before"
"CUF012",2022-02-10,"Urine",0,137,"Before"
"CUF012",2022-02-13,"Urine",0,138,"Before"
"CUF012",2022-02-16,"Urine",0,133,"Before"
"CUF012",2022-02-17,"Urine",0,134,"Before"
"CUF012",2022-02-19,"Urine",0,130,"Before"
"CUF012",2022-02-21,"Urine",0,137,"Before"
"CUF012",2022-02-23,"Urine",0,139,"Before"
"CUF012",2022-02-25,"Urine",0,135.666666666667,"Before"
"CUF012",2022-02-27,"Urine",0,141,"Before"
"CUF012",2022-03-02,"Urine",0,132,"Before"
"CUF012",2023-01-12,"Urine",0,152,"Before"
"CUF012",2023-01-15,"Urine",0,162,"Before"
"CUF012",2023-01-18,"Urine",0,160,"Before"
"CUF012",2023-02-01,"Urine",0,159,"Before"
"CUF012",2023-02-08,"Urine",0,160,"Before"
"CUF012",2023-02-15,"Urine",0,165,"Before"
"CUF012",2023-02-21,"Urine",0,162,"Before"
"CUF031",2022-01-03,"Urine",0,118,"Before"
"CUF031",2022-01-18,"Urine",0,119,"Before"
"CUF031",2022-01-22,"Urine",0,116,"Before"
"CUF031",2022-01-24,"Urine",0,120,"Before"
"CUF031",2022-01-27,"Urine",0,118,"Before"
"CUF031",2022-01-30,"Urine",0,120,"Before"
"CUF031",2022-02-02,"Urine",0,116,"Before"
"CUF031",2022-02-05,"Urine",0,123,"Before"
"CUF031",2022-02-07,"Urine",0,124,"Before"
"CUF031",2022-02-10,"Urine",0,124,"Before"
"CUF031",2022-02-13,"Urine",0,130,"Before"
"CUF031",2022-02-16,"Urine",0,122,"Before"
"CUF031",2022-02-17,"Urine",0,123,"Before"
"CUF031",2022-02-18,"Urine",0,126,"Before"
"CUF031",2022-02-19,"Urine",0,124,"Before"
"CUF031",2022-02-21,"Urine",0,123,"Before"
"CUF031",2022-02-23,"Urine",0,126,"Before"
"CUF031",2022-02-25,"Urine",0,125.5,"Before"
"CUF031",2022-02-26,"Urine",0,123,"Before"
"CUF031",2022-02-27,"Urine",0,118,"Before"
"CUF031",2022-03-02,"Urine",0,120,"Before"
"CUF031",2022-03-04,"Urine",0,118,"Before"
"CUF031",2022-03-06,"Urine",0,122,"Before"
"CUF031",2022-03-14,"Urine",0,120,"Before"
"CUF031",2022-03-21,"Urine",0,125,"Before"
"CUF031",2022-03-28,"Urine",0,125,"Before"
"CUF031",2022-04-04,"Urine",0,122.5,"Before"
"CUF031",2022-04-06,"Urine",0,120,"Before"
"CUF031",2022-04-13,"Urine",0,126,"Before"
"CUF031",2022-04-19,"Urine",0,124.5,"Before"
"CUF031",2022-04-26,"Urine",0,134,"Before"
"CUF031",2022-05-03,"Urine",0,134,"Before"
"CUF031",2022-05-11,"Urine",0,139,"Before"
"CUF031",2022-05-17,"Urine",0,138,"Before"
"CUF031",2022-05-24,"Urine",0,118,"Before"
"CUF031",2022-05-30,"Urine",0,116,"Before"
"CUF031",2022-06-07,"Urine",0,114,"Before"
"CUF031",2022-06-13,"Urine",0,118,"Before"
"CUF031",2022-06-23,"Urine",0,109,"Before"
"CUF031",2022-08-01,"Urine",0,120,"Before"
"CUF031",2022-08-15,"Urine",0,117,"Before"
"CUF031",2022-10-27,"Urine",0,119,"Before"
"CUF031",2022-11-03,"Urine",0,122,"Before"
"CUF031",2022-11-12,"Urine",0,127,"Before"
"CUF031",2022-11-17,"Urine",0,126,"Before"
"CUF031",2022-11-24,"Urine",0,130.5,"Before"
"CUF031",2022-12-01,"Urine",0,136,"Before"
"CUF031",2022-12-08,"Urine",0,140,"Before"
"CUF031",2022-12-19,"Urine",0,126,"Before"
"CUF031",2023-03-03,"Urine",0,117,"Before"
"CUF031",2023-03-10,"Urine",0,115,"Before"
"CUF031",2023-03-20,"Urine",0,113,"Before"
"VIM011",2022-01-25,"Urine",0,198,"Before"
"VIM011",2022-02-15,"Urine",0,191,"Before"
"VIM011",2022-02-17,"Urine",0,199,"Before"
"VIM011",2022-03-14,"Urine",0,198,"Before"
"VIM011",2022-05-14,"Urine",0,198,"Before"
"VIM011",2022-10-13,"Urine",0,175,"Before"
"VIM011",2022-10-19,"Urine",0,174,"Before"
"VIM011",2023-03-20,"Urine",0,173,"Before"
"COF014",2021-11-06,"Urine",0,156,"Before"
"COF014",2021-12-13,"Urine",0,160,"Before"
"COF014",2021-12-27,"Urine",0,146,"Before"
"COF014",2022-01-03,"Urine",0,151,"Before"
"COF014",2022-01-05,"Urine",0,141,"Before"
"COF014",2022-01-09,"Urine",0,152,"Before"
"COF014",2022-01-13,"Urine",0,146,"Before"
"COF014",2022-01-16,"Urine",0,144,"Before"
"COF014",2022-01-18,"Urine",0,145,"Before"
"COF014",2022-01-22,"Urine",0,151,"Before"
"COF014",2022-01-24,"Urine",0,149,"Before"
"COF014",2022-01-27,"Urine",0,146,"Before"
"COF014",2022-01-30,"Urine",0,147,"Before"
"COF014",2022-02-02,"Urine",0,144,"Before"
"COF014",2022-02-05,"Urine",0,148,"Before"
"COF014",2022-02-07,"Urine",0,142,"Before"
"COF014",2022-02-10,"Urine",0,145,"Before"
"COF014",2022-02-13,"Urine",0,151,"Before"
"COF014",2022-02-16,"Urine",0,147,"Before"
