"AnimalID","Sex","IsolationDate","Colony","UrineNumber","Label","ExpName","UrineDate","In","Out","UrineDelay","VolumeCollected","SampleType"
"RRF006","F",2022-01-18,"DarlingBrew",31898,"DC",NA,2022-04-04,"07:52:49","08:20:57",NA,0.7,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",32031,"DC",NA,2022-04-13,"06:51:10","07:04:25",NA,0.9,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",32399,"Pregnant",NA,2022-05-11,"07:47:41","08:07:47",NA,1.5,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",32496,"Pregnant",NA,2022-05-18,"08:02:35","08:25:43",NA,0.4,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",32594,"Pregnant",NA,2022-05-25,"07:55:03","08:10:30",NA,0.9,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",32675,"Pregnant",NA,2022-06-01,"08:02:49","08:08:56",NA,1.8,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",32763,"Pregnant",NA,2022-06-08,"07:55:28","08:05:38",NA,0.2,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",32836,"Pregnant",NA,2022-06-14,"07:48:56","08:01:05",NA,0.2,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",32952,"Pregnant",NA,2022-06-22,"07:52:13","08:27:25",NA,0.8,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",33135,"Post-Partum",NA,2022-07-04,"08:14:49","08:43:42",NA,1,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",33219,"Post-Partum",NA,2022-07-10,"08:44:10","09:12:10",NA,0.4,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",33324,"Post-Partum",NA,2022-07-17,"08:01:20","08:13:26",NA,0.3,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",33432,"DC",NA,2022-07-24,"08:42:15","09:05:25",NA,1,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",33528,"DC",NA,2022-07-31,"07:38:10","07:58:14",NA,1,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",33733,"DC",NA,2022-08-14,"08:51:26","09:06:33",NA,1.8,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",34075,"Post-Eviction",NA,2022-09-07,"08:06:17","08:17:22",NA,0.8,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",35034,"Pregnant",NA,2022-11-16,"06:29:44","07:09:51",NA,1.8,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",35104,"DC",NA,2022-11-22,"07:46:02","08:00:20",NA,1.1,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",35201,"DC",NA,2022-11-29,"07:34:47","08:23:53",NA,1.8,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",35305,"DC",NA,2022-12-06,"07:02:53","08:09:06",NA,1.8,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",35400,"DC",NA,2022-12-13,"07:23:20","07:53:28",NA,1.8,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",35494,"DC",NA,2022-12-20,"07:36:24","08:10:30",NA,1.8,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",35560,"DC",NA,2022-12-28,"07:32:52","07:37:59",NA,0.5,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",35578,"Post-Partum",NA,2022-12-29,"07:39:17","07:46:23",NA,1.5,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",35845,"DC",NA,2023-01-18,"08:04:16","08:11:22",NA,1.8,"Urine"
"RRF006","F",2022-01-18,"DarlingBrew",36838,"Baseline",NA,2023-03-28,"07:18:16","07:35:50",NA,1,"Urine"
"RRF010","F",2022-01-18,"RuRu",30792,"Baseline",NA,2022-01-03,"07:41:32","07:52:39",NA,1.4,"Urine"
"RRF010","F",2022-01-18,"RuRu",30871,"Baseline",NA,2022-01-09,"08:55:52","09:14:57",NA,1.4,"Urine"
"RRF010","F",2022-01-18,"RuRu",30922,"Baseline",NA,2022-01-13,"07:55:35","08:37:42",NA,1.4,"Urine"
"RRF010","F",2022-01-18,"RuRu",30971,"DC",NA,2022-01-18,"06:31:46","07:00:51",NA,0.75,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",30971,"DC",NA,2022-01-18,"06:31:46","07:00:51",NA,0.75,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31026,"DC",NA,2022-01-22,"07:34:18","08:12:46",NA,1.5,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31041,"DC",NA,2022-01-24,"07:25:14","07:35:18",NA,0.5,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31077,"DC",NA,2022-01-27,"07:13:13","07:25:24",NA,1.5,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31100,"DC",NA,2022-01-30,"07:18:03","07:22:12",NA,1.5,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31133,"DC",NA,2022-02-02,"07:29:57","07:35:03",NA,1.4,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31161,"DC",NA,2022-02-05,"07:35:47","08:01:56",NA,1.2,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31182,"DC",NA,2022-02-07,"07:03:20","07:40:37",NA,1.5,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31222,"DC",NA,2022-02-10,"07:28:35","08:14:41",NA,1.5,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31260,"DC",NA,2022-02-13,"08:32:26","08:42:37",NA,1.5,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31292,"DC",NA,2022-02-16,"07:13:02","07:30:11",NA,1.2,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31319,"DC",NA,2022-02-18,"07:18:01","07:42:17",NA,1.5,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31343,"DC",NA,2022-02-20,"07:21:28","07:32:32",NA,0.9,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31369,"DC",NA,2022-02-22,"07:22:40","07:47:47",NA,1.5,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31394,"DC",NA,2022-02-24,"07:28:00","07:57:06",NA,1,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31421,"DC",NA,2022-02-26,"06:27:31","06:44:08",NA,0.5,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31443,"DC",NA,2022-02-28,"07:16:25","07:40:36",NA,0.9,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31469,"DC",NA,2022-03-02,"07:50:30","08:28:53",NA,1.5,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31490,"DC",NA,2022-03-04,"07:30:44","07:54:55",NA,0.4,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31518,"DC",NA,2022-03-06,"08:20:31","08:32:38",NA,1.4,"Urine"
"RRF010","F",2022-01-18,"DarlingBrew",31535,"DC",NA,2022-03-07,"07:26:43","07:37:54",NA,1.4,"Urine"
"RRF010","F",2022-01-18,"DBT001",31562,"DC",NA,2022-03-09,"07:20:48","07:20:56",NA,1.4,"Urine"
"RRF010","F",2022-01-18,"DBT001",31589,"DC",NA,2022-03-11,"07:29:58","07:34:07",NA,0.4,"Urine"
"RRF010","F",2022-01-18,"DBT001",31627,"Post-Eviction",NA,2022-03-14,"07:25:20","07:33:29",NA,1.3,"Urine"
"RRF010","F",2022-01-18,"DBT001",31746,"Post-Eviction",NA,2022-03-23,"07:17:30","07:43:38",NA,1.5,"Urine"
"RRF010","F",2022-01-18,"DBT001",32799,"DC",NA,2022-06-11,"07:40:56","07:47:04",NA,1.8,"Urine"
"RRF010","F",2022-01-18,"DBT001",33559,"DC",NA,2022-08-02,"08:20:34","08:27:42",NA,1.7,"Urine"
"RRF010","F",2022-01-18,"DBT001",34070,"Post-Eviction",NA,2022-09-07,"08:00:16","08:04:23",NA,1.8,"Urine"
"RRF010","F",2022-01-18,"DBT001",35757,"DC",NA,2023-01-12,"07:13:21","07:42:33",NA,1.8,"Urine"
"RRF010","F",2022-01-18,"DBT001",35803,"DC",NA,2023-01-15,"07:36:40","07:48:47",NA,1.8,"Urine"
"RRF010","F",2022-01-18,"DBT001",35855,"DC",NA,2023-01-18,"07:32:16","08:09:22",NA,1.8,"Urine"
"RRF010","F",2022-01-18,"DBT001",35955,"DC",NA,2023-01-25,"07:37:22","07:48:27",NA,1.8,"Urine"
"RRF010","F",2022-01-18,"DBT001",36043,"DC",NA,2023-02-01,"07:34:40","08:14:42",NA,1.7,"Urine"
"RRF010","F",2022-01-18,"DBT001",36147,"DC",NA,2023-02-08,"07:45:38","08:23:48",NA,1.8,"Urine"
"RRF010","F",2022-01-18,"DBT001",36244,"DC",NA,2023-02-15,"07:21:53","08:00:56",NA,1.8,"Urine"
"RRF010","F",2022-01-18,"DBT001",36333,"DC",NA,2023-02-21,"07:26:12","07:58:15",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"RuRu",30292,"Baseline",NA,2021-11-14,"08:40:44","09:50:59",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"RuRu",30377,"Baseline",NA,2021-11-22,"07:11:38","08:00:40",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"RuRu",30731,"Post-Partum",NA,2021-12-24,"07:34:42","08:21:48",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"RuRu",30793,"Baseline",NA,2022-01-03,"07:50:32","08:23:39",NA,1.4,"Urine"
"VGF001","F",2022-01-18,"RuRu",30814,"Baseline",NA,2022-01-05,"07:20:40","07:40:48",NA,1.4,"Urine"
"VGF001","F",2022-01-18,"RuRu",30874,"Baseline",NA,2022-01-09,"08:55:54","09:27:59",NA,1.4,"Urine"
"VGF001","F",2022-01-18,"RuRu",30918,"Post-Partum",NA,2022-01-13,"07:50:35","08:14:42",NA,1.4,"Urine"
"VGF001","F",2022-01-18,"RuRu",30954,"Post-Partum",NA,2022-01-16,"08:18:32","08:57:42",NA,1.4,"Urine"
"VGF001","F",2022-01-18,"RuRu",30974,"DC",NA,2022-01-18,"06:35:46","07:10:51",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",30974,"DC",NA,2022-01-18,"06:35:46","07:10:51",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",31025,"DC",NA,2022-01-22,"07:29:08","08:12:46",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",31043,"DC",NA,2022-01-24,"07:25:14","07:47:18",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",31083,"DC",NA,2022-01-27,"07:16:13","07:40:27",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",31104,"DC",NA,2022-01-30,"07:19:09","08:05:12",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",31143,"DC",NA,2022-02-02,"07:30:59","08:17:06",NA,1.4,"Urine"
"VGF001","F",2022-01-18,"Licher",31158,"DC",NA,2022-02-05,"07:32:47","08:01:56",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",31183,"DC",NA,2022-02-07,"07:01:20","07:40:38",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",31218,"DC",NA,2022-02-10,"07:26:35","08:01:41",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",31261,"DC",NA,2022-02-13,"08:35:26","08:42:37",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",31297,"DC",NA,2022-02-16,"07:11:04","07:50:13",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",31317,"DC",NA,2022-02-18,"07:16:01","07:42:17",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",31342,"DC",NA,2022-02-20,"07:19:28","07:34:32",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",31370,"DC",NA,2022-02-22,"07:25:40","07:46:47",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",31393,"DC",NA,2022-02-24,"07:24:00","07:53:06",NA,1.4,"Urine"
"VGF001","F",2022-01-18,"Licher",31422,"DC",NA,2022-02-26,"06:27:32","06:45:08",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",31440,"DC",NA,2022-02-28,"07:17:23","07:27:34",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",31468,"DC",NA,2022-03-02,"07:55:30","08:20:53",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",31492,"DC",NA,2022-03-04,"07:35:45","07:58:56",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",31521,"DC",NA,2022-03-06,"08:20:33","08:39:39",NA,1.4,"Urine"
"VGF001","F",2022-01-18,"Licher",31538,"DC",NA,2022-03-07,"07:19:44","07:52:55",NA,1.4,"Urine"
"VGF001","F",2022-01-18,"Licher",31630,"DC",NA,2022-03-14,"07:25:23","07:41:31",NA,1.4,"Urine"
"VGF001","F",2022-01-18,"Licher",31729,"DC",NA,2022-03-21,"07:21:28","07:56:34",NA,1.4,"Urine"
"VGF001","F",2022-01-18,"Licher",31807,"DC",NA,2022-03-28,"07:43:33","09:05:45",NA,1.4,"Urine"
"VGF001","F",2022-01-18,"Licher",31891,"DC",NA,2022-04-04,"07:47:48","08:02:56",NA,1.5,"Urine"
"VGF001","F",2022-01-18,"Licher",32035,"DC",NA,2022-04-13,"06:52:12","07:30:19",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"Licher",32108,"Pregnant",NA,2022-04-20,"07:40:04","08:13:17",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"Licher",32193,"Pregnant",NA,2022-04-26,"08:01:10","08:42:22",NA,0.9,"Urine"
"VGF001","F",2022-01-18,"LCT001",32248,"Post-Eviction",NA,2022-04-30,"07:23:21","07:31:29",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",32259,"DC",NA,2022-05-01,"08:15:34","08:35:43",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",32298,"Post-Eviction",NA,2022-05-03,"07:58:10","09:39:16",NA,0.7,"Urine"
"VGF001","F",2022-01-18,"LCT001",32316,"Post-Eviction",NA,2022-05-05,"08:20:22","08:34:33",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",32358,"Post-Eviction",NA,2022-05-08,"08:07:09","08:24:17",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",32393,"Post-Eviction",NA,2022-05-10,"09:03:21","09:23:32",NA,0.3,"Urine"
"VGF001","F",2022-01-18,"LCT001",32437,"Post-Eviction",NA,2022-05-13,"08:00:51","09:15:16",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",32495,"Pregnant",NA,2022-05-18,"08:15:35","08:25:42",NA,1,"Urine"
"VGF001","F",2022-01-18,"LCT001",32595,"Pregnant",NA,2022-05-25,"08:00:03","08:10:31",NA,1.4,"Urine"
"VGF001","F",2022-01-18,"LCT001",32684,"Pregnant",NA,2022-06-01,"08:00:50","08:52:58",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",32803,"Post-Partum",NA,2022-06-11,"07:42:57","08:16:04",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",32830,"Post-Partum",NA,2022-06-13,"07:59:13","08:22:19",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",32898,"Post-Partum",NA,2022-06-18,"08:19:14","08:45:21",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",33017,"Post-Partum",NA,2022-06-26,"09:25:32","09:39:34",NA,0.6,"Urine"
"VGF001","F",2022-01-18,"LCT001",33493,"Post-Partum",NA,2022-07-28,"07:57:25","08:14:30",NA,1,"Urine"
"VGF001","F",2022-01-18,"LCT001",33589,"DC",NA,2022-08-04,"07:54:36","08:35:44",NA,1.7,"Urine"
"VGF001","F",2022-01-18,"LCT001",35765,"DC",NA,2023-01-12,"07:29:21","08:26:33",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",35809,"DC",NA,2023-01-15,"07:30:39","08:03:48",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",35848,"DC",NA,2023-01-18,"07:51:16","08:48:22",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",35953,"DC",NA,2023-01-25,"07:39:22","07:57:27",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",36042,"DC",NA,2023-02-01,"07:41:40","08:24:42",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",36150,"DC",NA,2023-02-08,"07:57:38","08:30:48",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",36252,"DC",NA,2023-02-15,"07:30:53","08:20:56",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",36339,"DC",NA,2023-02-21,"07:31:12","08:20:15",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",36547,"DC",NA,2023-03-08,"07:30:00","08:05:35",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",37463,"Baseline",NA,2023-05-13,"08:21:45","08:40:54",NA,1.8,"Urine"
"VGF001","F",2022-01-18,"LCT001",37490,"Baseline",NA,2023-05-15,"08:15:50","08:20:59",NA,1.4,"Urine"
"RRF004","F",2022-01-18,"RuRu",30790,"Baseline",NA,2022-01-03,"07:42:32","08:08:39",NA,1.4,"Urine"
"RRF004","F",2022-01-18,"RuRu",30873,"Baseline",NA,2022-01-09,"08:55:53","09:27:58",NA,1.4,"Urine"
"RRF004","F",2022-01-18,"RuRu",30919,"Baseline",NA,2022-01-13,"07:54:35","08:14:42",NA,1.4,"Urine"
"RRF004","F",2022-01-18,"RuRu",30972,"DC",NA,2022-01-18,"06:32:46","07:00:51",NA,0.5,"Urine"
"RRF004","F",2022-01-18,"Licher",30972,"DC",NA,2022-01-18,"06:32:46","07:00:51",NA,0.5,"Urine"
"RRF004","F",2022-01-18,"Licher",31022,"DC",NA,2022-01-22,"07:29:09","07:53:46",NA,1.5,"Urine"
"RRF004","F",2022-01-18,"Licher",31044,"DC",NA,2022-01-24,"07:25:14","07:47:18",NA,1.5,"Urine"
"RRF004","F",2022-01-18,"Licher",31078,"DC",NA,2022-01-27,"07:16:13","07:29:24",NA,1.5,"Urine"
"RRF004","F",2022-01-18,"Licher",31102,"DC",NA,2022-01-30,"07:18:05","07:40:12",NA,1.5,"Urine"
"RRF004","F",2022-01-18,"Licher",31134,"DC",NA,2022-02-02,"07:30:57","07:35:04",NA,1.4,"Urine"
"RRF004","F",2022-01-18,"Licher",31159,"DC",NA,2022-02-05,"07:31:47","08:01:56",NA,1.5,"Urine"
"RRF004","F",2022-01-18,"Licher",31184,"DC",NA,2022-02-07,"07:01:19","07:40:39",NA,1.5,"Urine"
"RRF004","F",2022-01-18,"Licher",31217,"DC",NA,2022-02-10,"07:26:35","07:51:41",NA,1.3,"Urine"
"RRF004","F",2022-01-18,"Licher",31262,"DC",NA,2022-02-13,"08:35:27","08:42:37",NA,1.5,"Urine"
"RRF004","F",2022-01-18,"Licher",31296,"DC",NA,2022-02-16,"07:11:03","07:50:12",NA,1.5,"Urine"
"RRF004","F",2022-01-18,"Licher",31318,"DC",NA,2022-02-18,"07:16:01","07:42:17",NA,1.5,"Urine"
"RRF004","F",2022-01-18,"Licher",31341,"DC",NA,2022-02-20,"07:20:27","07:35:32",NA,1.3,"Urine"
"RRF004","F",2022-01-18,"Licher",31371,"DC",NA,2022-02-22,"07:26:40","07:47:47",NA,1.5,"Urine"
"RRF004","F",2022-01-18,"Licher",31392,"DC",NA,2022-02-24,"07:24:00","07:54:06",NA,0.5,"Urine"
"RRF004","F",2022-01-18,"Licher",31420,"DC",NA,2022-02-26,"06:27:30","06:43:08",NA,1.5,"Urine"
"RRF004","F",2022-01-18,"Licher",31439,"DC",NA,2022-02-28,"07:17:22","07:27:33",NA,1.5,"Urine"
"RRF004","F",2022-01-18,"Licher",31463,"DC",NA,2022-03-02,"07:55:29","08:07:50",NA,0.7,"Urine"
"RRF004","F",2022-01-18,"Licher",31489,"DC",NA,2022-03-04,"07:35:44","07:48:55",NA,1,"Urine"
"RRF004","F",2022-01-18,"Licher",31522,"DC",NA,2022-03-06,"08:20:34","08:40:39",NA,0.3,"Urine"
"RRF004","F",2022-01-18,"Licher",31533,"DC",NA,2022-03-07,"07:19:43","07:37:52",NA,1,"Urine"
"RRF004","F",2022-01-18,"Licher",31629,"DC",NA,2022-03-14,"07:25:22","07:41:30",NA,0.6,"Urine"
"RRF004","F",2022-01-18,"Licher",31724,"DC",NA,2022-03-21,"07:21:28","07:41:34",NA,0.4,"Urine"
"RRF004","F",2022-01-18,"Licher",31802,"DC",NA,2022-03-28,"07:43:33","08:14:44",NA,1.4,"Urine"
"RRF004","F",2022-01-18,"Licher",31889,"DC",NA,2022-04-04,"07:47:48","07:56:55",NA,1.2,"Urine"
"RRF004","F",2022-01-18,"Licher",32030,"DC",NA,2022-04-13,"06:52:10","07:03:25",NA,0.7,"Urine"
"RRF004","F",2022-01-18,"Licher",32107,"DC",NA,2022-04-20,"07:40:03","08:00:17",NA,1.2,"Urine"
"RRF004","F",2022-01-18,"Licher",32219,"Post-Eviction",NA,2022-04-29,"07:53:55","08:20:56",NA,1.8,"Urine"
"RRF004","F",2022-01-18,"Licher",32251,"Post-Eviction",NA,2022-04-30,"07:23:21","07:55:29",NA,1.8,"Urine"
"RRF004","F",2022-01-18,"Licher",32258,"DC",NA,2022-05-01,"08:14:34","08:35:42",NA,0.7,"Urine"
"RRF004","F",2022-01-18,"Licher",32284,"Post-Eviction",NA,2022-05-03,"07:58:10","08:19:16",NA,1.8,"Urine"
"RRF004","F",2022-01-18,"Licher",32317,"Post-Eviction",NA,2022-05-05,"08:20:16","08:33:25",NA,1.8,"Urine"
"RRF004","F",2022-01-18,"Licher",32359,"Post-Eviction",NA,2022-05-08,"07:50:09","08:55:17",NA,1.8,"Urine"
"RRF004","F",2022-01-18,"Licher",32389,"Post-Eviction",NA,2022-05-10,"08:13:21","08:49:32",NA,1.8,"Urine"
"RRF004","F",2022-01-18,"Licher",32427,"Post-Eviction",NA,2022-05-13,"07:48:48","08:27:11",NA,1.8,"Urine"
"RRF004","F",2022-01-18,"Licher",32837,"Pregnant",NA,2022-06-14,"07:51:56","08:06:05",NA,0.2,"Urine"
"RRF004","F",2022-01-18,"Licher",32948,"Pregnant",NA,2022-06-21,"07:52:24","08:35:45",NA,1,"Urine"
"RRF004","F",2022-01-18,"Licher",33043,"Pregnant",NA,2022-06-28,"07:54:29","08:19:36",NA,0.5,"Urine"
"RRF004","F",2022-01-18,"Licher",33247,"Pregnant",NA,2022-07-12,"07:26:41","07:51:48",NA,1.1,"Urine"
"RRF004","F",2022-01-18,"Licher",33354,"DC",NA,2022-07-19,"07:43:58","08:02:10",NA,1.7,"Urine"
"RRF004","F",2022-01-18,"Licher",33464,"Pregnant",NA,2022-07-26,"07:55:30","08:35:36",NA,1.7,"Urine"
"RRF004","F",2022-01-18,"Licher",33537,"Post-Partum",NA,2022-08-01,"07:15:11","07:55:21",NA,0.7,"Urine"
"RRF004","F",2022-01-18,"Licher",33634,"DC",NA,2022-08-07,"08:24:23","08:50:43",NA,1.6,"Urine"
"RRF004","F",2022-01-18,"Licher",33649,"Post-Partum",NA,2022-08-08,"07:47:26","08:27:32",NA,1.7,"Urine"
"RRF004","F",2022-01-18,"Licher",33767,"Post-Partum",NA,2022-08-16,"08:10:17","08:35:31",NA,0.7,"Urine"
